"text","retweet_count","favorite_count","is_retweet","date"
"Senator JoniErnst of IOWA has a new book Daughter of the Heartland My Ode to the Country That Raised Me The first female combat veteran elected to serve in the US Senate  Joni is as tough as they come and a true inspiration for women everywhere Get her book today ",8411,33977,"0",2020-06-12
"RT kevinomccarthy Cant wait to be home See you soon Bakersfield KAG2020  ",8784,0,"0",2020-02-20
"RT FordOConnell Dems have shown they are not up to the task to get us to brighter days Just look at the states and cities run by Democr",3146,0,"0",2020-08-14
"The US may be getting a little bit lucky with respect to Hurricane Dorian but please dont let down your guard As it heads up the coast lots of very bad and unpredictable things can happen On the other hand the Bahamas have been devastated We are sending crews to help",16538,80791,"0",2019-09-04
"Laura just another Fake News Report ",10068,44364,"0",2020-04-26
"RT SenateGOP PPP Update April 17no new loans approvedno new jobs savedThe Paycheck Protection Program is out of moneyan",4625,0,"0",2020-04-18
"buy agricultural product from the US in large quantities but did not do so Additionally my friend President Xi said that he would stop the sale of Fentanyl to the United States  this never happened and many Americans continue to die Trade talks are continuing and",6646,27020,"0",2019-08-02
"RT RepMattGaetz No one has done more to limit Russias ability to engage in mischief than President realDonaldTrump ",6910,0,"1",2019-12-12
"Yes ",15220,54288,"0",2020-02-09
"Best unemployment numbers in the history of our Country Best employment number EVER almost 160 million people working right now Vote Republican unless you want to see these numbers obliterated",25817,107583,"0",2020-03-11
"amp overwhelming but this Scam Impeachment was neither Also very unfair with no Due Process proper representation or witnesses Now Pelosi is demanding everything the Republicans werent allowed to have in the House Dems want to run majority Republican Senate Hypocrites",17339,77676,"0",2019-12-26
"In the meantime the Democrats in Congress must help the Republicans we need their votes to end the horrible costly and foolish loopholes in our Immigration Laws Once that happens all will be smooth We can NEVER allow Open Borders",22228,92731,"0",2019-04-06
"RT TheTrumpTrain Will CNN ever ask Border Patrol agents how they felt having large rocks chucked at them by criminal illegals",18773,0,"1",2018-11-28
"The only people in favor of Mini Mike continuing with his hapless campaign are me and his political consultants who are getting richer and richer by the day",14459,82260,"0",2020-03-02
"LOUISIANA Extreme Democrat John Bel Edwards has sided with Nancy Pelosi and Chuck Schumer to support Sanctuary Cities High Taxes and Open Borders He is crushing Louisianas economy and your Second Amendment rights",16916,58078,"0",2019-11-01
"RT marcorubio Former Obama officials amp their media protectors can howl all they wantIts a FACT that as part of  IranDeal they delive",18099,0,"0",2020-01-09
"RT influxDivine This is huge great job standing up to the terrible double standard by this man God bless sir",4719,0,"0",2019-10-06
"Tremendous amounts of money pouring into the United States People want safety",16327,86605,"0",2019-08-14
"I am continuing to monitor the censorship of AMERICAN CITIZENS on social media platforms This is the United States of America  and we have whats known as FREEDOM OF SPEECH We are monitoring and watching closely",53963,199317,"0",2019-05-04
"This is a battle to save the Heritage History and Greatness of our Country MAGA2020",46227,197762,"0",2020-07-01
"Retired Ice Director Tom Homan knows more about the Border and Border Security than anyone Hes a tough guy but a good guy  and as smart as they come His new book Defend The Border and Save Lives Solving Our Most Important Humanitarian and Security Crisis is a",22471,100291,"0",2020-05-08
"RT PressSec Places of worship are ESSENTIALPresident realDonaldTrump reaffirmed his support for the First Amendment by announcing new",20742,0,"0",2020-05-23
"discretion and only as a last resort Thank you to the great Michael Goodwin Could not have said it better myself",10397,45672,"0",2020-01-12
"RT USTradeRep Statement from United States Trade Representative Robert Lighthizer",5111,0,"1",2019-12-11
"So great that oil prices are falling thank you President T Add that which is like a big Tax Cut to our other good Economic news Inflation down are you listening Fed",23248,111647,"0",2018-11-25
"THE GREATEST SCAM IN THE HISTORY OF AMERICAN POLITICS",21277,103507,"0",2019-09-26
"No president ever worked harder than me cleaning up the mess I inherited",33025,192078,"0",2019-02-11
"RT AriFleischer The Qs the press asked Schiff at his posthearing news conference were friendly  The Qs the press asked to the Republica",8380,0,"1",2019-11-16
"RT ericbolling 5 years ago today",5365,0,"0",2020-08-04
"RT RepMikeJohnson realDonaldTrump has consistently cooperated with this Congress in fulfilling its oversight amp investigation responsibi",6820,0,"1",2019-12-13
"RT SenJohnBarrasso Videos RepAdamSchiff showed repeatedly in the impeachment trial withheld critical information We will continue to he",7406,0,"0",2020-01-25
"RT SaraCarterDC RandPaul to jaketapperyou guys CNN are not being honest with the facts here JoeBiden used his office to",21958,0,"1",2019-12-16
"Acting Secretary of Defense Patrick Shanahan who has done a wonderful job has decided not to go forward with his confirmation process so that he can devote more time to his family",12965,74126,"0",2019-06-18
"Could be as high as 15 Million Barrels Good GREAT news for everyone",17643,97724,"0",2020-04-02
"the worst weeks ever She could have had a much better week if Crazy Nancy who is the most overrated person in politics going to lose the House a second time didnt bring the phony amp corrupt Impeachment Hoax Dems cant do anything right just look at the Iowa vote count",11718,52357,"0",2020-02-08
"Will be interviewed at the Border by seanhannity on FoxNews tonight at 900 Enjoy",11518,67631,"0",2019-01-11
"THANK YOU Greenville North Carolina MAGA2020 ",19692,86054,"0",2019-07-18
"RT WhiteHouse At wef20 President realDonaldTrump discusses bringing the FIFAWorldCup to the United States  ",6940,0,"0",2020-01-23
"BrandonStraka Many Democrats are leaving the party over calls to Defund the Police foxandfriends PeteHegseth  Great going Brandon You really get it",8181,27173,"0",2020-07-25
"We are doing great Economically as a Country Number One despite the Feds antiquated policy on rates and tightening Much room to grow",19095,98511,"0",2019-07-14
"RT ArthurSchwartz Not mentioned Bolton was never seriously considered for any position in the Trump admin that required senate confirmat",5299,0,"0",2020-01-28
"RT DevinNunes Thx dbongino ",7800,0,"1",2019-12-08
"Just landed in Argentina with FLOTUS Melania G20Summit ",9065,47793,"0",2018-11-30
"New StrzokPage texts reveal Media Leak Strategy  FoxNews  So terrible and NOTHING is being done at DOJ or FBI  but the world is watching and they get it completely",22610,82847,"0",2018-09-11
"RT realDonaldTrump 15 DAYS TO SLOW THE SPREAD ",32742,0,"0",2020-03-19
"Thank you ",14234,51945,"0",2019-08-20
"Highly respected Senator Richard Burr head of Senate Intelligence said after interviewing over 200 witnesses and studying over 2 million pages of documents WE HAVE FOUND NO COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA The Witch Hunt so bad for our Country must end",34955,146195,"0",2019-02-22
"RT SteveGuest Last nights primaries were an emphatic reminder of the enthusiasm for realDonaldTrump's agenda that is sweeping the natio",14484,0,"0",2020-06-11
"I am pleased to announce that the Seattle areas SoundTransit will receive over 166M in federal funds from USDOT to help keep the transit system open amp operational helping get people to work or make necessary trips These funds help replace lost fare revenue very important",9413,42137,"0",2020-05-19
"READ THE TRANSCRIPTS",18198,97552,"0",2020-01-24
"RT JennaEllisEsq realDonaldTrump  Any Democrat who votes for these flimsy articles of impeachment are voting to sacrifice the House ma",4242,0,"1",2019-12-11
"Id like to thank all of the Great Republican Senators who bravely voted for Strong Border Security and the WALL This will help stop Crime Human Trafficking and Drugs entering our Country Watch when you get back to your State they will LOVE you more than ever before",29384,132091,"0",2019-03-16
"Scott Gottlieb who has done an absolutely terrific job as Commissioner of the FDA plans to leave government service sometime next month",12031,68056,"0",2019-03-06
"President Trump to launch 2020 Campaign in Florida  foxandfriends  Tuesday will be a Big Crowd and Big Day",13873,59700,"0",2019-06-15
"Everybody is asking how the phony and fraudulent investigation of the No Collusion No Obstruction Trump Campaign began We need to know for future generations to understand This Hoax should never be allowed to happen to another President or Administration again",40327,172571,"0",2019-03-31
"RT VaticanNews PopeFrancis delivers an extraordinary blessing To the City and to the World to pray for an end to the Covid19 coronav",5129,0,"0",2020-03-29
"RT RealJamesWoods His own words on video JimCrowJoe  ",28906,0,"0",2020-08-16
"RT mikepence Four more years means more JOBS more JUDGES more SUPPORT FOR OUR TROOPS and four more years of draining the swamp MAGA",11246,0,"0",2019-08-02
"RT SenJoniErnst Im continuing to listen to and hear from Iowans across the state Thanks to iowapca and iowarestaurant for visiting wi",2171,0,"0",2020-06-05
"The story in the nytimes about the US escalating attacks on Russias power grid is Fake News and the Failing New York Times knows it They should immediately release their sources which if they exist at all which I doubt are phony Times must be held fully accountable",18270,69504,"0",2019-06-18
"RT TomFitton HUGE HUNDREDS of Security Violations Tied to Clinton Emails CRIMEDeep State Enemies List Targets RealDonaldTrump Family",9005,0,"0",2019-10-19
"LOUISIANA  Tomorrow you will head to the polls and VOTE to REPLACE Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor Get out and vote for either DocAbraham or EddieRispone BOTH GREAT ",10313,39533,"0",2019-10-12
"Trump is leading in all swing states Heavily biased Democrat Poll just like 2016 Biggest enthusiasm lead ever ",22752,100808,"0",2020-06-01
"RT TrumpWarRoom President Trump Look at all those signs 'WomenForTrump' TrumpRally ",11777,0,"0",2019-07-20
"The United States is now by far the Biggest Strongest and Most Powerful Economy in the World it is not even close As others falter we will only get stronger Consumers are in the best shape ever plenty of cash Business Optimism is at an All Time High",17722,76357,"0",2019-08-15
"After watching the disgraceful way that a wonderful man BrettKavanaugh was treated by the Democrats and now seeing first hand how these same Radical Left Do Nothing Dems are treating the whole Impeachment Hoax I understand why so many Dems are voting Republican",27531,112271,"0",2019-12-14
"RT RepRickAllen Since the day President Trump was elected to office Democrats have tried to find any opportunity to undermine his presid",9418,0,"0",2019-09-26
"RT ChuckRossDC McCabe testified he couldn't think of a single damaging piece of info off the top of my head that the FBI had verified f",5692,0,"0",2020-05-10
"Pelosi Blatantly Lies During GMA Interview About Schiff's Reading of Ukraine Transcript",15237,46433,"0",2019-10-05
"The Worker in America is doing better than ever before Celebrate Labor Day",19755,93634,"0",2018-09-03
"RT DeptVetAffairs POTUS signed legislation today that will maintain educational benefits for Veterans and their families impacted by th",4825,0,"0",2020-03-21
"China is on a massive disinformation campaign because they are desperate to have Sleepy Joe Biden win the presidential race so they can continue to ripoff the United States as they have done for decades until I came along",61825,256249,"0",2020-05-21
"All the Radical Left Democrats are trying to do with the Post Office hearings is blame the Republicans for the FRAUD that will occur because of the 51 Million Ballots that are being sent to people who have not even requested them They are setting the table for a BIG MESS",31255,115421,"0",2020-08-24
"RT SpaceX Starship takes flight ",49788,0,"0",2020-08-05
"RT LouDobbs AmericaFirst  marclotter Democrats couldnt condemn antisemitism Thats because the radical leftwing socialists have",7947,0,"0",2019-03-09
"RT JohnKStahlUSA We just got a look at the official portrait for the self proclaimed Governor of Georgia She fought a tough race kissed",6323,0,"0",2020-05-23
"Tonight in Tokyo Japan at the Rygoku Kokugikan Stadium it was my great honor to present the firstever US Presidents Cup to Sumo Grand Champion Asanoyama Congratulations A great time had by all thank you AbeShinzo ",24790,101252,"0",2019-05-26
"RT TeamTrump President realDonaldTrump We will finally allow the safe and legal importation of prescription drugs from Canada and othe",10387,0,"0",2020-07-25
"Thank you to Kurt Volker US Envoy to Ukraine who said in his Congressional Testimony just released You asked what conversations did I have about that quid pro quo et cetra NONE because I didnt know there was a quid pro quo  Witch Hunt",22221,88949,"0",2019-11-06
"RT Daniel4SCBoone dbongino I bet if someone did a firemans poll President Trump would win by a landslide",803,0,"0",2019-05-01
"RT mustefabali GENMazloum1 I just spoke with President Trump and explained to him the Turkish violations of the truce that would not",7855,0,"0",2019-10-23
"RT RepDougCollins RepMikeJohnson The greatest danger of this fraudulent impeachment production is not what happens this afternoon or",7259,0,"1",2019-12-05
"RT TeamTrump There are three types of people ",27950,0,"0",2020-06-13
"FEMA has been told directly by me to give the A Plus treatment to the Great State of Alabama and the wonderful people who have been so devastated by the Tornadoes GovIvey one of the best in our Country has been so informed She is working closely with FEMA and me",7124,31575,"0",2019-03-04
"RT BreitbartNews senronjohnson I called the Mexican ambassador and said regardless of what you read in the press understand if the p",11195,0,"0",2019-06-09
"invited Megan or the team but I am now inviting the TEAM win or lose Megan should never disrespect our Country the White House or our Flag especially since so much has been done for her amp the team Be proud of the Flag that you wear The USA is doing GREAT",21903,135086,"0",2019-06-26
"They must stop calling these anarchists and agitators peaceful protestors Come back into the real world The Federal Government is ready to end this problem immediately upon your request",19842,77947,"0",2020-08-26
"RT RepMarkMeadows Reminder the Chairman was caught misleading a reporter about communication with the whistleblower barely four weeks a",9922,0,"0",2019-11-13
"THANK YOU MAGA KAG2020 ",2939,12331,"0",2020-02-19
"RT RepLeeZeldin The Crossfire Hurricane team failed to inform Department officials of significant information that was available to the",4703,0,"1",2019-12-11
"We signed two pieces of major legislation this week Criminal Justice Reform and the Farm Bill These are two Big Deals but all the Fake News Media wants to talk about is the mistake of bringing our young people back home from the Never Ending Wars It all began 19 years ago",22964,94518,"0",2018-12-23
"The Lamestream Media is truly out of control Look how they work conspire together They are the Enemy of the People but dont worry we will WIN in November ",27006,107604,"0",2020-05-12
"I love New York but New York can never be great again under the current leadership of Governor Andrew Cuomo the brother of Fredo or Mayor Bill DeBlasio Cuomo has weaponized the prosecutors to do his dirty work and to keep him out of jams a reason some dont want to be",20256,84319,"0",2019-11-02
"These Media Posts will serve as notification to the United States Congress that should Iran strike any US person or target the United States will quickly amp fully strike back amp perhaps in a disproportionate manner Such legal notice is not required but is given nevertheless",84452,380590,"0",2020-01-05
"RT TVNewsHQ Trumps base is twice as fired up as Bidens base In fact Joe doesnt really have a base Have you ever seen a Biden bumpe",7229,0,"0",2020-08-01
"The Mueller investigation is totally conflicted illegal and rigged Should never have been allowed to begin except for the Collusion and many crimes committed by the Democrats Witch Hunt",28949,125738,"0",2019-02-17
"Sebastian Gorka a very talented man who I got to know well while he was working at the White House has just written an excellent book Why We Fight Much will be learned from this very good read",16902,78717,"0",2018-11-29
"RT dualtech VoterFraud is real We need VoterID now ",3,0,"0",2019-08-14
"RT marklevinshow Pelosi's fascistic rule marks her as one of the worst if not the worst Speaker in history Deceitful lawless unethica",13744,0,"1",2019-12-08
"RT DailyMail Ukraine's President Zelensky renews denial of a quid pro quo with Trump over military aid ",9707,0,"1",2019-12-03
"RT nealshact On the second anniversary of the passage of the Tax Cuts and Jobs Act our economic predictions have been vindicated write",5752,0,"1",2019-12-24
"RT HowieCarrShow James Freeman's question via powerlineUS",4575,0,"0",2020-02-06
"RT TomFitton ENEMIES list Targets of reported illegal monitoring by ousted Amb to Ukraine   ",5176,0,"0",2020-01-24
"RT benshapiro Blaming Trump for someone ingesting fish tank cleaner is a new level of Trump Derangement Syndrome",20169,0,"0",2020-03-24
"RT LouDobbs Real leadership realDonaldTrump says there's 'light at the end of the tunnel' as White House pitches 6T coronavirus stim",5497,0,"0",2020-03-25
"The USA was never set up for this just look at the catastrophe of the H1N1 Swine Flu Biden in charge 17000 people lost very late response time but it soon will be Great decision to close our China and other borders early Saved many lives",13441,53048,"0",2020-03-15
"RT realDonaldTrump Who are the 4 A RINO or two",21593,0,"0",2020-05-23
"This year has seen the lowest crime numbers in our Countrys recorded history and now the Radical Left Democrats want to Defund and Abandon our Police Sorry I want LAW amp ORDER",63308,311428,"0",2020-06-08
"RT JennaEllisEsq This is a joke In the real legal world opposing parties would have at least 10 days plus requests for extensions for",4507,0,"1",2019-12-11
"RT Repeoplecan GreggJarrett Counsel was a Coup Plot created through leaking lies and falsifying evidence",11491,0,"0",2020-05-28
"RT realDonaldTrump ",50212,0,"0",2020-06-29
"Will be going to Dayton Ohio and El Paso Texas tomorrow to meet with First Responders Law Enforcement and some of the victims of the terrible shootings",22172,118389,"0",2019-08-07
"Ever since Andrew came to my office to ask that I appoint him to the US Supreme Court and I said NO he has been very hostile Also asked for pardon for his friend A good pal of low ratings Shepard Smith",22906,92586,"0",2019-04-27
"Sleepy Joe Biden refuses to leave his basement sanctuary and tell his Radical Left BOSSES that they are heading in the wrong direction Tell them to get out of Seattle now Liberal Governor JayInslee is looking the fool LAW amp ORDER",25402,105420,"0",2020-06-11
"RT Varneyco One major side effect of this economic freefall is that oil and gas prices are at their lowest point in 18 years Some areas",2910,0,"0",2020-03-22
"RT mikepence America needs 4 more years of prosperity 4 more years of security and 4 MORE YEARS of President realDonaldTrump KeepAm",5372,0,"0",2019-06-26
"RT WhiteHouse Avoid eating out Use carryout drivethru and delivery options ",6434,0,"0",2020-03-17
"The Russia Hoax is the biggest political scandal in American history Treason Lets see how it ends ",36075,106427,"0",2020-05-02
"RT TheRightMelissa 6000 doctors surveyed across the world all said Hydroxychloroquine works in Covid patients Multiple Studies in Franc",13686,0,"0",2020-07-28
"RT GOP Weve known this has been a waste of time and a sham from the beginning and America is ready to move on I think they've shown t",6055,0,"0",2020-02-01
"Democrats just blocked FoxNews from holding a debate Good then I think Ill do the same thing with the Fake News Networks and the Radical Left Democrats in the General Election debates",43745,183474,"0",2019-03-07
"They dont have a clue but I do The USA is doing great despite the Fed ",7809,30617,"0",2019-10-09
"To the Gazan people  these terrorist acts against Israel will bring you nothing but more misery END the violence and work towards peace  it can happen",20754,96680,"0",2019-05-05
"RT rashtrapatibhvn LIVE Ceremonial welcome of President realDonaldTrump at Rashtrapati Bhavan ",14830,0,"0",2020-02-25
"Good day in the Stock Market People have no idea the tremendous potential our Country has for GROWTH  and many other things",14797,71559,"0",2019-06-11
"After historic victories against ISIS its time to bring our great young people home ",29396,118571,"0",2018-12-20
"How is the Paris Accord doing Dont ask ",14250,54657,"0",2020-01-01
"Macys at 34th Street long the largest single department store anywhere in the world amp a point of pride in NYC was devastated yesterday when hoodlums and thieves vandalized it breaking almost all of its large panels of storefront glass What a shame Bring in National Guard",41666,178870,"0",2020-06-03
"RT Varneyco STU Voters everywhere have been rejecting costly climate dreams NaturalGas ClimateChange Fracking MyTake VarneyCo ht",4500,0,"0",2019-11-09
"I disagree with CDCgov on their very tough amp expensive guidelines for opening schools While they want them open they are asking schools to do very impractical things I will be meeting with them",37655,179538,"0",2020-07-08
"RT charliekirk11 Did you knowAt our Southern Border in 201817 MILLION pounds of narcotics were seized17000 criminals were arre",26462,0,"0",2019-01-10
"My lawyers should sue the Democrats and Shifty Adam Schiff for fraud",26046,132516,"0",2019-10-26
"Another is a onetime BAD Congressman from Illinois who lost in his second term by a landslide then failed in radio The third is a man who couldnt stand up straight while receiving an award I should be able to take them",16299,88405,"0",2019-08-28
"RT GOP I commend the President for his leadership in proposing this bold solution to reopen the government secure the border and take",7636,0,"0",2019-01-20
"RT WhiteHouse LIVE President realDonaldTrump delivers remarks on testing ",8413,0,"0",2020-05-12
"The inner workings of the Mueller investigation are a total mess They have found no collusion and have gone absolutely nuts They are screaming and shouting at people horribly threatening them to come up with the answers they want They are a disgrace to our Nation and dont",29032,110132,"0",2018-11-15
"THANK YOU MAGA ",14983,65928,"0",2019-11-07
"RT WhiteHouse With this signing we pledge a close and continued friendship between the United States and Mexico   ",10883,0,"0",2020-07-09
"RT IngrahamAngle This is beautiful and will have an enormously positive impact on both foster children and the parents who want to adopt",11425,0,"0",2020-06-25
"Wow foxandfriends blew away the competition of Morning Joke which did very poorly on MSDNC Another Comcast sleaze production and CNNs New Day in the Morning Television Ratings A total blowout but thats what you get when you treat Trump fairly",16032,73863,"0",2020-03-10
"RT APScoop FBI Lovebirds premieres TONIGHT at 9PM EST  Don't forget to sign up at so you see the video as soon",6286,0,"0",2019-10-08
"RT IngrahamAngle Tune in tonight for blockbuster analysis of the Dems colossally stupid decision to overreach with overbroad subpoenas",8771,0,"0",2019-03-06
"RT WhiteHouse President realDonaldTrump We're asking everybody that when you are not able to socially distance wear a mask ",11710,0,"0",2020-07-22
"MERRY CHRISTMAS",115372,735775,"0",2019-12-25
"RT MZHemingway The fact is that we already have more compelling evidence that the Obama administration engaged in misconduct than we eve",19960,0,"0",2020-05-16
"RT DanScavino Happening NowTrumpMinneapolis KAG2020 ",4479,0,"0",2019-10-11
"RT SteveDaines The PaycheckProtectionProgram is critical for MT small businesses and workers Its officially OUT of money We must boos",3321,0,"0",2020-04-18
"RT SenatorTimScott The facts are clear House Democrats aren't interested in removing POTUS now because they know they can't they're i",10700,0,"0",2020-01-25
"misrepresenting what took place inside of the hospital Their news conference after I left for El Paso was a fraud It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with They were all amazingo",20499,103748,"0",2019-08-08
"RT EliseStefanik Obamas own State Dept was so concerned about conflicts of interest from Hunter Bidens role at Burisma that they raise",27239,0,"1",2019-11-16
"There is far more ENERGY on the Right than there is on the Left Thats why we just won the Senate and why we will win big in 2020 The Fake News just doesnt want to report the facts Border Security is a big factor The under construction Wall will stop Gangs Drugs and Crime",27908,121137,"0",2019-02-23
"Everyone is asking how Tiger played yesterday The answer is Great He was long straight amp putted fantastically well He shot a 64 Tiger is back amp will be winning Majors again Not surprisingly Jack also played really well His putting is amazing Jack amp Tiger like each other",24311,153686,"0",2019-02-03
"Broke all time Stock Market Record again today 135 times since my 2016 Election Win Thank you",27886,154591,"0",2019-12-21
"Someone should call Obama up The Obama Administration spied on a rival presidential campaign using Federal Agencies I mean that seems like a headline to me TuckerCarlson  It will all start coming out and the Witch Hunt will end Presidential Harassment",31877,119866,"0",2019-06-12
"RT realDonaldTrump FAKE NEWS ",45819,0,"0",2019-10-17
"Iran cannot have Nuclear Weapons Under the terrible Obama plan they would have been on their way to Nuclear in a short number of years and existing verification is not acceptable We are putting major additional Sanctions on Iran on Monday I look forward to the day that",23418,118432,"0",2019-06-22
"Fox Poll say best Economy in DECADES",16706,91277,"0",2019-07-25
"RT catturd2 There's no better friend to our constitution and our freedom than TomFitton and Judicial WatchThey work tirelessly to exp",8375,0,"1",2019-12-19
"Big day Pastor Andrew Brunson who could have spent 35 years in a Turkish prison was returned safely home to his family today Met in Oval Office great people Then off to Kentucky for a Rally for Congressman Andy Barr Tremendous crowd amp spirit Just returned to White House",16885,87639,"0",2018-10-13
"RT ChuckGrassley Proud 2hear abt collaborative efforts in every sector of Iowa's economy Helping each other is the Iowa way Recent exampl",3750,0,"0",2020-04-30
"Gave an OFF THE RECORD luncheon somewhat of a White House tradition or custom to network anchors yesterday  and they quickly leaked the contents of the meeting Who would believe how bad it has gotten with the mainstream media which has gone totally bonkers",26696,122766,"0",2019-01-10
"RT WhiteHouse A message from SurgeonGeneral to millennials ",10486,0,"0",2020-03-18
"Sadly past Administrations have allowed China to get so far ahead of Fair and Balanced Trade that it has become a great burden to the American Taxpayer As President I can no longer allow this to happen In the spirit of achieving Fair Trade we must Balance this very",7879,29719,"0",2019-08-24
"RT RepAndyBiggsAZ Democrats also conveniently gloss over fact that under realDonaldTrump's administration Ukraine received lethal mili",4786,0,"1",2019-11-20
"The Democrats have now conceded that President Trump has not committed a crime AriFleischer",22255,95209,"0",2020-01-24
"RT SenateGOP read the transcript ",9595,0,"1",2019-11-20
"It looks here as though General Flynns defenses are incidental to something larger which is for the prosecution to figure out if it can find a path to Donald Trump without quite knowing what that crime might be It stops looking like prosecution and more looking like",16156,64205,"0",2018-12-16
"RT SenRickScott This is just like the Kavanaugh hearings Democrats are always going to find something to add to their list of grievances",12393,0,"0",2020-01-29
"The LameStream Media is the dominant force in trying to get me to keep our Country closed as long as possible in the hope that it will be detrimental to my election success The real people want to get back to work ASAP  We will be stronger than ever before",49308,228659,"0",2020-03-26
"Wheres the Fake Whistleblower",30488,152182,"0",2019-11-14
"RT WhiteHouse President Trump signed into law the permanent authorization of the 9/11 Victim Compensation Fund which provides financial",13954,0,"0",2019-07-29
"RT SaraCarterDC Not a criminal like those who tried to coup a duly elected president and overturn an American election SidneyPowell1 ha",8876,0,"0",2020-03-15
"Great support coming from all sides for Border Security including Wall on our very dangerous Southern Border Teams negotiating this weekend Washington Post and NBC reporting of events including Fake sources has been very inaccurate to put it mildly",18762,86634,"0",2019-01-05
"RT dbongino Does it strike anyone else as odd that the Democrats have spent the entire day admitting that they impeached the President amp",16972,0,"0",2020-01-22
"I am proud to announce that the Maryland Aviation Administration MdAviation will receive 878M in CARES Act Airport Grants funding to support aviation and keep commerce moving at this important gateway to the US Capital Region Very important for economic recovery",8612,37639,"0",2020-05-23
"to virtual pennies Epipens went from their incredibly high jacked up prices to lower than their original give away bargains Biggest price reductions in history by far Nothing like this has ever for our citizens especially our Seniors REMEMBER YOUR FAVORITE PRESIDENT",29304,143323,"0",2020-07-25
"Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas There is no evidence for such a thing to have been said Nervous Nancy amp Dems are getting Zero work done in Congress",29894,133404,"0",2019-06-07
"RT markknoller You became brothers amp sisters pledging allegiance to the same timeless principles joined together in a common mission t",9524,0,"0",2020-06-13
"Next week ICE will begin the process of removing the millions of illegal aliens who have illicitly found their way into the United States They will be removed as fast as they come in Mexico using their strong immigration laws is doing a very good job of stopping people",37105,154390,"0",2019-06-18
"I agree with him on this 100 But why would anyone vote Democrat We are setting all time records with the economy ",27115,105101,"0",2020-01-15
"I want to express my gratitude to Americas magnificent FLOTUS for tonights exquisite evening where we celebrated more than a century of loyal and devoted friendship betweenBoth of our nations are blessed by uncommon courage unfailing commitment and unyielding character ",23818,118112,"0",2019-09-21
"RT JackPosobiec Teen stabbed about 100 times and set on fire in MS13 murder police say ",12643,0,"0",2019-03-17
"RT JimJordan Q In no way shape or form did you receive any indication whatsoever that resembled a quid pro quo Is that correctA",20775,0,"1",2019-11-20
"RT BreitbartNews Everything is on the line the Democrats will move for an outright repeal of the Second Amendment said RepMoBrook",7561,0,"0",2019-09-07
"RT realDonaldTrump FALLOUT FROM IG'S SCATHING COMEY REPORT ",11174,0,"0",2019-09-01
"RT BrandonStraka Leave Democrat cities Let them rot The media and TheDemocrats have activated this mental illness and its going to ge",10299,0,"0",2020-08-16
"RT realDonaldTrump MAKE AMERICA GREAT AGAIN",42008,0,"0",2019-05-18
"RT GOP Schiff went to the House and he manufactured a fraudulent version of that call He read it to the American people and he didnt",8243,0,"0",2020-01-22
"Thank you Mississippi  I love you ",11406,51334,"0",2018-10-03
"Democrats talking point is that we are doing badly If the virus disappeared tomorrow they would say we did a really poor and even incompetent job Not fair but it is what it is So far by the way we have not had one death Lets keep it that way",15930,67601,"0",2020-02-26
"This action is taken effective immediately but may also be used retroactively for destruction or vandalism already caused There will be no exceptions",37713,168857,"0",2020-06-23
"RT CDCDirector Be mindful of social distancing this MemorialDay weekend Stay at least six feet from others to slow the spread of COVID",3096,0,"0",2020-05-24
"RT paulsperry Cohen claimed his shady fatherinlaw's in the clothing business when in fact he's loan shark in same taxicab medallion",7831,0,"0",2019-03-09
"RT RepAndyBiggsAZ Democrats didn't accept the results of the 2016 election that's why they've been pushing to impeach and remove Preside",7903,0,"0",2020-01-31
"Proud of Mike ",18044,82638,"0",2020-05-14
"RT GOP From wanting to nationalize Americas major industries to banning fracking which could gut nearly 15 million jobs Bernie Sanders",7681,0,"0",2020-02-25
"RT paulsperry BREAKING Conflicted Biased Inspector General Has Long Track Record of 'Pulling Punches Warn Former Investigators",6763,0,"0",2019-10-05
"RT GOPLeader These are the most important facts we have1 The whistleblower wasn't on the call2 The IG didn't read the transcript be",25051,0,"0",2019-09-29
"Just had a big victory in Federal Court over the Democrats in the House on the desperately needed Border Wall A big step in the right direction Wall is under construction",31409,141841,"0",2019-06-05
"I want to applaud the FBI Secret Service Department of Justice the US Attorneys Office for the Southern District of New York the NYPD and all Law Enforcement partners across the Country for their incredible work skill and determination",18319,87979,"0",2018-10-27
"RT RepDougCollins RepGregSteube On the very first day of my swearing in a Democrat in my class called for the impeachment of the pre",10315,0,"1",2019-12-05
"Play Football Big Ten ",8529,50829,"0",2020-08-30
"The GOA got it exactly backwards Heres what they said The law does not permit the President to substitute his own policy priorities to those Congress has enacted into law Its exactly the opposite The Constitution does not allow Congress to substitute its own priorities",20088,78834,"0",2020-01-17
"I am pleased to announce that Kevin McAleenan the current US Customs and Border Protection Commissioner will become Acting Secretary for DHSgov I have confidence that Kevin will do a great job",18667,90742,"0",2019-04-07
"RT TeamTrump President realDonaldTrump My Administration has ZERO outstanding requests for equipment from the states ",8042,0,"0",2020-07-22
