Date,Open,High,Low,Close,Adj Close,Volume
2018-12-20,249.860001,251.619995,244.649994,247.169998,237.756256,252053400
2018-12-21,246.740005,249.710007,239.979996,240.699997,232.884705,255345600
2018-12-24,239.039993,240.839996,234.270004,234.339996,226.731216,147311600
2018-12-26,235.970001,246.179993,233.759995,246.179993,238.186783,218485400
2018-12-27,242.570007,248.289993,238.960007,248.070007,240.015442,186267300
2018-12-28,249.580002,251.399994,246.449997,247.750000,239.705826,153100200
2018-12-31,249.559998,250.190002,247.470001,249.919998,241.805374,144299400
2019-01-02,245.979996,251.210007,245.949997,250.179993,242.056915,126925200
2019-01-03,248.229996,248.570007,243.669998,244.210007,236.280746,144140700
2019-01-04,247.589996,253.110001,247.169998,252.389999,244.195160,142628800
2019-01-07,252.690002,255.949997,251.690002,254.380005,246.120560,103139100
2019-01-08,256.820007,257.309998,254.000000,256.769989,248.432953,102512600
2019-01-09,257.559998,258.910004,256.190002,257.970001,249.593994,95006600
2019-01-10,256.260010,259.160004,255.500000,258.880005,250.474442,96823900
2019-01-11,257.679993,259.010010,257.029999,258.980011,250.571213,73858100
2019-01-14,256.859985,258.299988,256.410004,257.399994,249.042496,70908200
2019-01-15,257.820007,260.700012,257.809998,260.350006,251.896729,85208300
2019-01-16,260.829987,261.970001,260.600006,260.980011,252.506241,77636700
2019-01-17,260.010010,263.920013,259.959991,262.959991,254.421967,96118400
2019-01-18,264.980011,266.980011,263.000000,266.459991,257.808319,127900300
2019-01-22,264.820007,265.059998,261.059998,262.859985,254.325195,115531200
2019-01-23,264.010010,264.790009,260.660004,263.410004,254.857376,86030300
2019-01-24,263.209991,264.200012,262.079987,263.549988,254.992783,59204100
2019-01-25,265.609985,266.700012,263.660004,265.779999,257.150452,96883400
2019-01-28,263.390015,263.829987,261.790009,263.760010,255.195999,85613700
2019-01-29,263.920013,264.549988,262.480011,263.410004,254.857376,66136300
2019-01-30,265.100006,268.519989,264.250000,267.579987,258.891968,92473700
2019-01-31,267.510010,270.470001,267.269989,269.929993,261.165680,104012100
2019-02-01,270.149994,271.200012,269.179993,270.059998,261.291443,85782500
2019-02-04,270.109985,272.029999,269.359985,271.959991,263.129700,60744800
2019-02-05,272.440002,273.440002,271.880005,273.100006,264.232727,79552800
2019-02-06,272.790009,273.339996,271.920013,272.739990,263.884399,58347800
2019-02-07,270.940002,271.549988,268.290009,270.140015,261.368866,95482000
2019-02-08,268.750000,270.579987,267.829987,270.470001,261.688141,75788900
2019-02-11,271.200012,271.489990,270.029999,270.619995,261.833221,68021400
2019-02-12,272.420013,274.519989,272.339996,274.100006,265.200256,72270200
2019-02-13,275.029999,275.929993,274.559998,274.989990,266.061340,65277200
2019-02-14,273.779999,275.640015,272.869995,274.380005,265.471161,83234400
2019-02-15,276.359985,277.410004,276.130005,277.369995,268.364075,97088700
2019-02-19,276.480011,278.579987,276.470001,277.850006,268.828491,59120800
2019-02-20,277.809998,278.920013,277.250000,278.410004,269.370331,76610800
2019-02-21,277.700012,278.100006,276.350006,277.420013,268.412506,64214700
2019-02-22,278.109985,279.359985,277.399994,279.140015,270.076599,78114600
2019-02-25,280.730011,281.309998,279.429993,279.519989,270.444305,69030700
2019-02-26,279.130005,280.299988,278.899994,279.320007,270.250793,56844100
2019-02-27,278.519989,279.589996,277.480011,279.200012,270.134644,56921600
2019-02-28,278.959991,279.450012,278.320007,278.679993,269.631500,69268300
2019-03-01,280.440002,280.880005,278.820007,280.420013,271.315063,78880500
2019-03-04,281.600006,281.869995,276.839996,279.399994,270.328186,106494600
2019-03-05,279.540009,279.760010,278.410004,279.019989,269.960480,59114600
2019-03-06,279.149994,279.160004,276.970001,277.329987,268.325409,75039800
2019-03-07,276.829987,276.989990,274.070007,275.010010,266.080688,94885100
2019-03-08,272.940002,274.649994,272.420013,274.459991,265.548553,85795800
2019-03-11,275.260010,278.619995,275.230011,278.440002,269.399353,65098900
2019-03-12,279.059998,280.070007,278.850006,279.489990,270.415253,79667500
2019-03-13,280.480011,282.380005,280.299988,281.339996,272.205200,80639200
2019-03-14,281.369995,281.839996,280.670013,281.160004,272.031006,67518400
2019-03-15,280.540009,282.209991,280.329987,281.309998,273.375031,81309000
2019-03-18,281.549988,282.660004,281.299988,282.329987,274.366241,62199800
2019-03-19,283.510010,284.359985,281.410004,282.399994,274.434265,90268100
2019-03-20,282.160004,283.500000,280.320007,281.549988,273.608215,84609200
2019-03-21,280.640015,285.179993,280.589996,284.730011,276.698578,79550400
2019-03-22,283.220001,283.799988,279.179993,279.250000,271.373169,122659300
2019-03-25,278.869995,280.190002,277.640015,279.040009,271.169067,85575200
2019-03-26,280.989990,282.179993,279.559998,281.119995,273.190399,68125900
2019-03-27,281.109985,281.760010,277.929993,279.649994,271.761841,72224700
2019-03-28,280.350006,281.209991,279.070007,280.709991,272.791931,56238500
2019-03-29,282.390015,282.839996,281.140015,282.480011,274.512024,82186800
2019-04-01,284.700012,286.160004,284.399994,285.829987,277.767517,77617900
2019-04-02,286.040009,286.230011,285.089996,285.970001,277.903564,40070400
2019-04-03,287.320007,287.760010,285.750000,286.420013,278.340912,68243200
2019-04-04,286.779999,287.459991,286.010010,287.179993,279.079468,48997500
2019-04-05,287.920013,288.630005,287.600006,288.570007,280.430206,58621700
2019-04-08,288.100006,288.910004,287.369995,288.790009,280.644043,53566300
2019-04-09,287.720001,288.079987,286.700012,287.309998,279.205780,66142300
2019-04-10,287.769989,288.390015,287.309998,288.290009,280.158173,52601500
2019-04-11,288.829987,288.839996,287.579987,288.209991,280.080383,55093100
2019-04-12,290.000000,290.470001,288.260010,290.160004,281.975403,69727800
2019-04-15,290.239990,290.350006,289.079987,289.970001,281.790710,49596700
2019-04-16,290.950012,291.010010,289.500000,290.160004,281.975403,52153200
2019-04-17,291.399994,291.429993,288.989990,289.450012,281.285400,58268300
2019-04-18,290.100006,290.320007,288.660004,290.019989,281.839355,68708500
2019-04-22,289.170013,290.440002,289.070007,290.269989,282.082245,40160100
2019-04-23,290.679993,293.140015,290.420013,292.880005,284.618652,52246600
2019-04-24,292.790009,293.160004,292.070007,292.230011,283.987000,50392900
2019-04-25,292.119995,292.779999,290.730011,292.049988,283.812103,57770900
2019-04-26,292.100006,293.489990,291.239990,293.410004,285.133728,50916400
2019-04-29,293.510010,294.450012,293.410004,293.869995,285.580719,57197700
2019-04-30,293.489990,294.339996,291.920013,294.019989,285.726501,81111700
2019-05-01,294.720001,294.950012,291.799988,291.809998,283.578857,71671900
2019-05-02,291.679993,292.700012,289.519989,291.179993,282.966614,65030200
2019-05-03,292.820007,294.339996,291.299988,294.029999,285.736237,56543700
2019-05-06,289.250000,293.309998,288.899994,292.820007,284.560364,107198100
2019-05-07,290.149994,290.809998,285.809998,287.929993,279.808289,144729900
2019-05-08,287.529999,289.429993,286.869995,287.529999,279.419556,91568300
2019-05-09,285.230011,287.329987,283.299988,286.660004,278.574127,103471100
2019-05-10,285.619995,288.940002,282.299988,288.100006,279.973511,112429300
2019-05-13,282.420013,283.489990,279.929993,280.859985,272.937683,127290500
2019-05-14,281.989990,285.100006,281.850006,283.399994,275.406097,77003200
2019-05-15,281.589996,285.769989,281.359985,285.059998,277.019257,73956400
2019-05-16,285.839996,289.209991,285.760010,287.700012,279.584808,76749600
2019-05-17,285.140015,288.600006,285.119995,285.839996,277.777222,100353000
2019-05-20,284.059998,285.959991,283.119995,283.950012,275.940582,62877600
2019-05-21,285.829987,286.929993,285.549988,286.510010,278.428345,46847100
2019-05-22,285.450012,286.690002,285.100006,285.630005,277.573151,49482500
2019-05-23,283.160004,283.209991,280.570007,282.140015,274.181610,98733800
2019-05-24,283.739990,284.200012,282.089996,282.779999,274.803558,55268100
2019-05-28,283.089996,284.149994,280.130005,280.149994,272.247742,70029400
2019-05-29,278.910004,279.359985,276.709991,278.269989,270.420776,104972900
2019-05-30,279.109985,280.040009,277.809998,279.029999,271.159363,62523800
2019-05-31,276.200012,277.119995,275.239990,275.269989,267.505402,86862800
2019-06-03,275.309998,276.549988,273.089996,274.570007,266.825104,96428000
2019-06-04,277.119995,280.679993,276.619995,280.529999,272.617035,77231900
2019-06-05,282.329987,282.989990,280.320007,282.959991,274.978485,71169700
2019-06-06,283.290009,285.549988,282.570007,284.799988,276.766571,69430400
2019-06-07,285.929993,288.850006,285.739990,287.649994,279.536163,74272200
2019-06-10,289.369995,290.820007,288.869995,288.970001,280.818939,60799100
2019-06-11,290.989990,291.399994,288.179993,288.899994,280.750916,58641300
2019-06-12,288.640015,289.260010,287.820007,288.390015,280.255341,46984700
2019-06-13,289.399994,289.980011,288.619995,289.579987,281.411713,48945200
2019-06-14,289.260010,289.929993,288.410004,289.260010,281.100769,52324700
2019-06-17,289.519989,290.220001,289.179993,289.369995,281.207703,39205700
2019-06-18,291.390015,293.570007,290.989990,292.399994,284.152222,85434800
2019-06-19,292.549988,293.649994,291.470001,293.059998,284.793579,78674400
2019-06-20,296.040009,296.309998,293.130005,295.859985,287.514587,116570000
2019-06-21,294.130005,295.519989,293.760010,294.000000,287.096649,83309500
2019-06-24,294.230011,294.579987,293.470001,293.640015,286.745148,47582700
2019-06-25,293.700012,293.730011,290.640015,290.760010,283.932709,82028700
2019-06-26,291.750000,292.309998,290.350006,290.470001,283.649567,51584900
2019-06-27,291.309998,292.059998,290.890015,291.500000,284.655365,40355200
2019-06-28,292.579987,293.549988,292.010010,293.000000,286.120148,59350900
2019-07-01,296.679993,296.920013,294.329987,295.660004,288.717682,79107500
2019-07-02,295.609985,296.489990,294.679993,296.429993,289.469604,61504500
2019-07-03,297.179993,298.820007,297.019989,298.799988,291.783936,40898900
2019-07-05,297.440002,298.640015,296.010010,298.459991,291.451935,51677300
2019-07-08,297.010010,298.260010,296.220001,296.820007,289.850464,45841800
2019-07-09,295.540009,297.519989,295.480011,297.190002,290.211761,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,291.598419,58448500
2019-07-11,299.320007,299.579987,298.200012,299.309998,292.281952,50826100
2019-07-12,299.850006,300.730011,299.510010,300.649994,293.590515,40326000
2019-07-15,301.130005,301.130005,300.190002,300.750000,293.688110,33900000
2019-07-16,300.649994,300.880005,299.440002,299.779999,292.740967,36650100
2019-07-17,299.750000,299.929993,297.739990,297.739990,290.748810,36036300
2019-07-18,297.190002,299.250000,296.700012,298.829987,291.813263,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,290.192230,58678600
2019-07-22,297.609985,298.500000,297.040009,297.899994,290.905060,43638100
2019-07-23,299.140015,300.029999,298.220001,300.029999,292.985077,44564500
2019-07-24,299.190002,301.440002,299.089996,301.440002,294.361969,47213200
2019-07-25,300.940002,301.000000,299.109985,300.000000,292.955780,55394100
2019-07-26,300.760010,302.230011,300.619995,302.010010,294.918549,45084100
2019-07-29,301.880005,302.010010,300.850006,301.459991,294.381470,38126500
2019-07-30,299.910004,301.170013,299.489990,300.720001,293.658875,45849000
2019-07-31,300.989990,301.200012,295.200012,297.429993,290.446136,104245200
2019-08-01,297.600006,300.869995,293.959991,294.839996,287.916931,142646600
2019-08-02,293.850006,294.119995,290.899994,292.619995,285.749084,116749700
2019-08-05,288.089996,288.209991,281.720001,283.820007,277.155701,178745400
2019-08-06,285.910004,288.040009,284.279999,287.799988,281.042236,120711700
2019-08-07,284.399994,288.820007,282.040009,287.970001,281.208252,140572300
2019-08-08,289.619995,293.619995,289.010010,293.619995,286.725586,87713900
2019-08-09,292.579987,293.239990,289.649994,291.619995,284.772522,93730000
2019-08-12,289.959991,291.609985,287.019989,288.070007,281.305939,62629500
2019-08-13,287.739990,294.149994,287.359985,292.549988,285.680695,94299800
2019-08-14,288.070007,288.739990,283.760010,283.899994,277.233795,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,277.966187,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,282.067596,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,285.465851,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,283.278473,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,285.583038,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,285.495148,51666400
2019-08-23,290.920013,292.760010,283.470001,284.850006,278.161499,149161500
2019-08-26,287.269989,288.000000,285.579987,288.000000,281.237549,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,280.134094,66668900
2019-08-28,286.140015,289.070007,285.250000,288.890015,282.106659,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,285.709991,57899400
2019-08-30,294.220001,294.239990,291.420013,292.450012,285.583038,62901200
2019-09-03,290.570007,291.579987,289.269989,290.739990,283.913177,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,287.135742,46887300
2019-09-05,296.790009,298.829987,294.000000,297.820007,290.826935,83258100
2019-09-06,298.170013,298.760010,297.420013,298.049988,291.051575,49584300
2019-09-09,299.140015,299.239990,297.160004,298.200012,291.198059,51260300
2019-09-10,297.359985,298.200012,295.970001,298.130005,291.129669,57947100
2019-09-11,298.470001,300.339996,297.750000,300.250000,293.199890,68821100
2019-09-12,301.250000,302.459991,300.410004,301.290009,294.215515,72908700
2019-09-13,301.779999,302.170013,300.679993,301.089996,294.020203,62104800
2019-09-16,299.839996,301.140015,299.450012,300.160004,293.112000,58191200
2019-09-17,299.940002,301.019989,299.750000,300.920013,293.854187,41475500
2019-09-18,300.489990,301.220001,298.239990,301.100006,294.029938,73375800
2019-09-19,301.529999,302.630005,300.709991,301.079987,294.010406,76560500
2019-09-20,300.359985,300.670013,297.410004,298.279999,292.621277,89565000
2019-09-23,297.549988,299.000000,297.269989,298.209991,292.552582,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,290.257019,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,291.973816,71854000
2019-09-26,297.630005,297.859985,295.450012,297.000000,291.365570,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,289.795929,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,291.139923,51662400
2019-10-01,297.739990,298.459991,293.000000,293.239990,287.676880,88242400
2019-10-02,291.500000,291.510010,286.640015,288.059998,282.595184,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,284.910400,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,288.765839,65091200
2019-10-07,293.470001,295.260010,292.769989,293.079987,287.519897,59610500
2019-10-08,291.040009,291.850006,288.489990,288.529999,283.056244,95708100
2019-10-09,290.750000,292.299988,290.059998,291.269989,285.744263,62359400
2019-10-10,291.179993,294.209991,291.000000,293.239990,287.676880,55296300
2019-10-11,296.269989,298.739990,296.140015,296.279999,290.659180,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,290.335480,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,293.209900,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,292.738983,48928200
2019-10-17,299.679993,300.239990,298.519989,299.279999,293.602295,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,292.317139,64304000
2019-10-21,299.420013,300.209991,298.940002,299.989990,294.298798,39048600
2019-10-22,300.579987,300.899994,298.910004,299.010010,293.337402,48594700
2019-10-23,298.730011,299.940002,298.500000,299.880005,294.190918,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,294.671631,35453100
2019-10-25,299.739990,302.200012,299.679993,301.600006,295.878296,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,297.546021,42147000
2019-10-29,303.000000,304.230011,302.859985,303.209991,297.457733,44284900
2019-10-30,303.429993,304.549988,301.989990,304.140015,298.370117,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,297.575439,69053800
2019-11-01,304.920013,306.190002,304.739990,306.140015,300.332184,71141500
2019-11-04,307.850006,308.000000,306.959991,307.369995,301.538818,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,301.205261,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,301.273926,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,302.333466,54272300
2019-11-08,307.799988,309.000000,307.029999,308.940002,303.079071,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,302.500244,35797300
2019-11-12,308.750000,309.989990,308.149994,309.000000,303.137878,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,303.235992,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,303.677429,51219900
2019-11-15,311.019989,311.839996,310.260010,311.790009,305.875000,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,306.100616,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,306.012299,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,304.874329,79406200
2019-11-21,310.890015,311.010010,309.390015,310.269989,304.383789,54664700
2019-11-22,311.089996,311.239990,309.850006,310.959991,305.060699,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,307.424988,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,308.121521,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,309.494995,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,308.347168,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,305.727844,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,303.677429,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,305.551208,49080000
2019-12-05,312.230011,312.250000,310.579987,312.019989,306.100616,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,308.896515,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,307.925323,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,307.581940,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,308.455078,53429100
2019-12-12,314.429993,317.989990,314.170013,317.130005,311.113647,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,311.300049,81503900
2019-12-16,319.220001,320.149994,317.250000,319.500000,313.438690,82749700
2019-12-17,319.920013,320.250000,319.480011,319.570007,313.507416,61097700
2019-12-18,320.000000,320.250000,319.529999,319.589996,313.527008,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,314.812134,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,316.192352,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,316.675415,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,316.685272,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,318.371063,30911200
2019-12-27,323.739990,323.799988,322.279999,322.859985,318.292175,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,316.537384,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,317.306335,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,320.273743,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,317.848572,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,319.061188,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,318.164032,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,319.859741,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,322.028564,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,321.101868,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,323.310181,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,322.817261,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,323.546783,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,326.238159,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,327.253632,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,326.612793,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,326.652222,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,327.026855,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,324.118561,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,318.923157,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,322.265198,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,321.998993,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,323.044006,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,317.178192,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,319.534393,69242300
2020-02-04,328.070007,330.010010,327.720001,329.059998,324.404449,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,328.150696,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,329.254883,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,327.500061,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,329.944977,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,330.516754,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,332.646210,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,332.291290,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,332.823669,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,331.965973,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,333.553162,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,332.182892,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,328.761963,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,317.858429,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,308.226624,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,307.092926,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,293.300873,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,292.068542,385764000
2020-03-02,298.209991,309.160004,294.459991,309.089996,304.716980,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,295.992218,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,308.433655,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,298.180817,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,293.251556,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,270.350220,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,284.339478,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,270.478394,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,244.599762,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,265.509674,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,236.456635,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,249.223404,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,236.604492,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,237.107269,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,226.889328,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,221.088181,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,241.119492,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,244.729095,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,259.018768,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,251.303726,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,259.464996,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,255.597580,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,244.094437,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,249.727020,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,246.117416,135310100
2020-04-06,257.839996,267.000000,248.169998,264.859985,262.648193,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,262.915955,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,271.741608,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,275.876801,190282700
2020-04-13,277.140015,277.510010,271.410004,275.660004,273.358002,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,281.420135,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,275.440491,121775000
